text,target
បទថ្មីនេះមានទាស់។,Positive
លោកទិញកណ្ដុរពីអ្នកចិញ្ចឹមផ្សេងទៀត,Neutral
បទថ្មីនេះមានទាស់។,Positive
សេវាកម្មនេះធ្វើឱ្យខ្ញុំមានអារម្មណ៍ពេញចិត្ត។,Positive
មន្ត្រី​អ៊ុយក្រែន​និយាយ​ថាមនុស្ស៧ នាក់​ស្លាប់,Negative
លោកជាសមាជិកគោលនយោបាយសាធារណៈ,Neutral
ទូរទស្សន៍ TBS ជប៉ុនបានធ្វើការផ្សព្វផ្សាយវីដេអូមួយ,Neutral
ការដាំបន្លែជួយលើកស្ទួយសេដ្ឋកិច្ចគ្រួសារ,Positive
Morokot មានប្រតិបត្តិការនៅក្រៅប្រទេស,Positive
មហាសន្និបាតមានការចូលរួមពីថ្នាក់ដឹកនាំជាច្រើន,Neutral
ប្រតិបត្តិការធ្វើឡើងក្រោមការណែនាំអភិបាលខណ្ឌ,Neutral
សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive
សត្វកណ្ដុរប្រែងរស់នៅក្នុងស្រែតាមធម្មជាតិ,Neutral
បទថ្មីនេះមានទាស់។,Positive
ក្រសួងនឹងចាត់វិធានការបើតម្លៃជ្រូកឡើងខ្ពស់ពេក,Neutral
ខ្ញុំមិនបានទទួលទំនិញតាមពេលកំណត់។,Negative
ខ្ញុំចូលចិត្តម៉ាកនេះជាពិសេស។,Positive
ប្រតិបត្តិការនគរបាលបង្ហាញពីប្រសិទ្ធភាព,Positive
រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative
អ្នកផលិតចង់បានថ្លៃខ្ពស់,Neutral
ពេល​នេះ​មិន​ឃើញ​ការ​ជាន់​មីន​ទៀត,Neutral
ប្រជាជនខ្មែរធ្វើពហិការទំនិញថៃ,Negative
ផលិតផលមិនទាន់គុណភាព,Positive
លោកបានបួងសួងដល់ប្រជាពលរដ្ឋនៅតាមបន្ទាត់ព្រំដែន,Neutral
លោកបានបញ្ចប់ជំនាញជួសជុលយានយន្ត,Positive
ការចាក់សម្លេងមានបញ្ហា។,Negative
បុគ្គលិកធនាគារមិនសូវរួសរាយ ធ្វើការយឺតយ៉ាវ,Negative
កម្ពុជាអំពាវនាវឱ្យមានបទឈប់បាញ់,Positive
ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative
ការបួងសួងនេះពាក់ព័ន្ធនឹងព្រំដែនកម្ពុជាថៃ,Neutral
ជនស៊ីវិលដែលរងគ្រោះកំពុងកើនឡើង,Negative
ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive
ជីវភាពកសិករប្រសើរឡើងគួរឲ្យមោទនៈ,Positive
ការផលិតជីក្នុងកសិដ្ឋានមានភាពមមាញឹក,Neutral
ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive
អគុណបងដែលបានបកស្រាយ,Positive
សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative
ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative
អាជ្ញាធរបន្តតាមដានជនអនាថា,Neutral
ប្រជាជនគាំទ្រផលិតក្នុងស្រុក,Positive
ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Negative
សិស្សានុសិស្សដែលធ្វើដំណើរឆ្លងកាត់នឹងទទួលបានភាពងាយស្រួល,Positive
មូលហេតុរួមមានស្រវឹងនិងល្បឿន,Negative
ការបម្រើអតិថិជនយឺតខ្លាំង។,Negative
ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive
ទីផ្សារចេកនៅតែដំណើរការ,Neutral
អគ្គិភ័យបង្កការខូចខាតទ្រព្យសម្បត្តិ,Negative
តម្លៃសាច់ជ្រូកនៅទីផ្សារឡើងដល់២ម៉ឺនរៀល,Neutral
សេវាកម្មមិនទាន់បំពេញតាមចិត្តទេ។,Negative
ការសម្តែងរបាំប្រពៃណីនេះល្អណាស់,Positive
សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive
ចេកយកទៅធ្វើនំ,Neutral
សេវាកម្មយ៉ាងល្អប្រសើរ។,Positive
ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive
ការបាញ់ប្រហារបានធ្វើឲ្យភ្ញៀវទេសចរមួយចំនួនស្ទាក់ស្ទើរ,Negative
ព្រះមហាក្សត្របានប្រគល់សិទ្ធិជូនសម្ដេចហ៊ុនសែន,Neutral
ខ្ទឹមត្រូវបានដាក់ថង់ថ្លឹង៥គីឡូក្រាម,Neutral
កសិករសំណូមពរឲ្យជួយដោះស្រាយទីផ្សារ,Neutral
សម្ដេចលើកទឹកចិត្តឱ្យវេចខ្ចប់តូចៗ,Neutral
កសិករដាំស្ពៃក្រញាញ់បានផល១០តោន,Neutral
រយៈពេលដាំដុះតាសក់មាន៣០ថ្ងៃ,Neutral
អាកាសធាតុក្តៅហួសការស្មាន,Negative
លោកទិញកណ្ដុរពីអ្នកចិញ្ចឹមផ្សេងទៀត,Neutral
កសិករបង្ហោះលក់តាមហ្វេសប៊ុក,Neutral
ខ្ញុំមានបទពិសោធន៍អាក្រក់ជាមួយសេវាកម្មនេះ។,Negative
អនុផលព្រៃមានតម្លៃសេដ្ឋកិច្ច,Positive
កម្មវិធីសម្តែងល្ខោនមិនគួរឱ្យចាប់អារម្មណ៍,Negative
បទចម្រៀងនេះឆ្លៀតចិត្ត។,Positive
ទូរស័ព្ទនេះប្រើការមិនបានល្អ,Negative
ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative
ទំនប់សាលាតាអនភ្ជាប់ពីឃុំព្រែកហ្លួងទៅឃុំពាមឯក,Neutral
ដំបូងមានការចុះឈ្មោះជាង២០០នាក់,Neutral
រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative
ណាតូ​ជំរុញ​ឲ្យ​បង្កើន​ចំណាយ​ការពារ​ជាតិ,Neutral
ការបម្រើអតិថិជនយឺតខ្លាំង។,Negative
មានមេពូជនិងឈ្មោលបង្កាត់ពូជ,Neutral
ការបាញ់ប្រហារកើតឡើងនៅតំបន់ព្រំដែន,Negative
ស្ពៃត្រូវបានលក់បានមួយចំណែក,Positive
បទចម្រៀងនេះឆ្លៀតចិត្ត។,Positive
លោកទទួលបានវិញ្ញាបនបត្រសរសើរ,Positive
ការវេចខ្ចប់១ឬ២គីឡូមានភាពងាយស្រួល,Neutral
មនុស្សខ្លះដាក់អន្ទាក់ដើម្បីចាប់កណ្ដុរប្រែង,Neutral
ទីផ្សារគោធ្លាក់តម្លៃខ្លាំង,Negative
ការសម្តែងនៅលើឆាកមិនអាចទាញយកភ្នែកចេញបាន។,Positive
រដ្ឋាភិបាលគាំទ្រ Startup បច្ចេកវិទ្យា,Positive
ស្រកីដូងទុំមានច្រើនតែនៅផ្សារមួយចំនួន,Neutral
តម្លៃនេះមិនទាន់ប៉ះពាល់ដល់ប្រាក់ចំណេញរបស់អ្នកផ្គត់ផ្គង់សាច់ជ្រូក,Positive
សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Negative
ម៉ោងអនុវត្តបទឈប់បាញ់គឺ២២:០០,Neutral
ការ​ឈ្លាន​ពាន​ចាប់​ផ្តើម​នៅ​ឆ្នាំ២០២២,Neutral
ក្តីរំពឹងនេះត្រូវបានប៉ះពាល់ដោយជម្លោះព្រំដែន,Negative
ម៉ាស៊ីនត្រជាក់នេះមិនសូវត្រជាក់ ប្រើអគ្គិសនីច្រើន,Negative
ការបម្រើអតិថិជនយឺតខ្លាំង។,Negative
កង់ថ្មីនេះប្រើការបានល្អណាស់,Positive
នគរបាលបានបន្តនីតិវិធីតាមច្បាប់,Neutral
ប្រើផ្កាយរណបអាមេរិកឃ្លាំមើល,Neutral
អាជ្ញាធរប្រមូលជនអនាថាបាន៣២នាក់,Neutral
មានអំបិលនិងម្រេចកំពត,Neutral
ភាពយន្តនេះធុញទ្រាន់។,Negative
ការសម្តែងនៅលើឆាកមិនអាចទាញយកភ្នែកចេញបាន។,Positive
ទឹកត្នោតអាចផឹកជាភេសជ្ជៈ,Positive
ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive
QR Code ត្រូវបានប្រើសម្រាប់ផ្ទៀងផ្ទាត់,Neutral
លោកត្រាំចង់ធ្វើការសន្ទនាតាមទូរស័ព្ទ,Neutral
ទូរស័ព្ទស្មាតហ្វូននេះឆាប់ហោះថ្ម មិនសមនឹងតម្លៃ,Negative
ផ្ទះសម្បែងនិងហេដ្ឋារចនាសម្ព័ន្ធត្រូវបានបំផ្លាញ,Negative
ផលិតផលមិនទាន់គុណភាព,Negative
ខ្ញុំមានបទពិសោធន៍អាក្រក់ជាមួយសេវាកម្មនេះ។,Negative
បើគ្មានការទប់ស្កាត់កសិករអាចបាត់បង់មុខរបរ,Negative
ស្ថានការណ៍ត្រូវបានតាមដានជិតស្និទ្ធ,Neutral
សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Negative
ខ្ញុំមានបទពិសោធន៍អាក្រក់ជាមួយសេវាកម្មនេះ។,Negative
ត្នោតអាចជួយលើកស្ទួយសេដ្ឋកិច្ចក្នុងស្រុក,Positive
ត្រីដែលចាប់បានភាគច្រើនជាកូនត្រីរៀល,Neutral
ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive
សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative
លោកទីហ៊ុយធ្លាប់បំពេញការងារនៅស្ថានទូតកម្ពុជា,Neutral
ផលិតផលមធ្យមៗគ្មានអ្វីពិសេស,Neutral
TBS ជប៉ុនបានបញ្ជាក់អំពីការប៉ះទង្គិចខ្លាំងក្លា,Neutral
ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative
កូនត្រីលិញត្រូវបានយកទៅឆ្អើឬលក់,Neutral
ការចាក់សម្លេងមានបញ្ហា។,Negative
ត្រីដែលចាប់បានភាគច្រើនជាកូនត្រីរៀល,Neutral
រោងចក្រជាច្រើនបានចូលរួម,Neutral
ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative
ផ្ទះសម្បែងនិងហេដ្ឋារចនាសម្ព័ន្ធត្រូវបានបំផ្លាញ,Negative
ថៅកែរោងចក្រជាជនជាតិចិន,Neutral
ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Positive
ជំនួយត្រូវបានចែកជូនកងទ័ព,Positive
ស្រុករុក្ខគិរីស្ថិតនៅខេត្តបាត់ដំបង,Neutral
សត្វល្អិតប៉ះពាល់ដល់ទិន្នផលម្រះ,Negative
អាប្អូននឹងវាថ្លើបធំហើយបានមកចង់លេងមួយបង,Negative
តម្លៃស្ពៃនៅផ្សារក្រុងភ្នំពេញខ្ពស់ជាង,Neutral
ករណីធាក់ប្លន់ម៉ូតូមិនបានសម្រេច,Positive
ការលក់អនឡាញជួយកាត់បន្ថយការខាតបង់,Positive
ថ្នាល verify ត្រូវបានប្រើក្នុងក្រសួងចំនួន១៦,Neutral
បទចម្រៀងនេះឆ្លៀតចិត្ត។,Positive
កម្មវិធីសិល្បៈវប្បធម៌នេះរៀបចំមិនបានល្អ,Negative
អតីតពលករផ្សេងទៀតធ្វើការនៅសំណង់,Neutral
រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative
ខ្ញុំមានបទពិសោធន៍អាក្រក់ជាមួយសេវាកម្មនេះ។,Negative
អាប្អូននឹងវាថ្លើបធំហើយបានមកចង់លេងមួយបង,Negative
ប្រជាពលរដ្ឋមកអង្គុយទទួលទានអាហារនៅក្បែរទំនប់,Positive
ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative
ផលិតផលនេះគ្មានតម្លៃដូចមុន,Negative
ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive
ខ្ញុំមិនពេញចិត្តជាមួយបទចម្រៀងនេះ។,Negative
ចេកជាផ្លែឈើពេញនិយម,Positive
សេវាកម្មសម្អាតការិយាល័យមិនទៀងទាត់ ធ្វើការមិនម៉ត់ចត់,Negative
ត្រីរៀលលក់បាន៤០០០រៀលក្នុងមួយគីឡូក្រាម,Neutral
បទថ្មីនេះមិនទាក់ចិត្ត។,Negative
សេវាកម្មមិនទាន់បំពេញតាមចិត្តទេ។,Negative
សេវាកម្មជួលរថយន្តមិនល្អ រថយន្តចាស់ៗ សេវាកម្មយឺត,Negative
បទចម្រៀងនេះឆ្លៀតចិត្ត។,Positive
ការធ្វើតេស្ដបានធ្វើនៅជិតឆ្នេរភាគខាងកើត,Neutral
ស្ពៃលក់បាន២០០០រៀលក្នុង១គីឡូ,Neutral
ការចាក់សម្លេងមានបញ្ហា។,Negative
ខ្ញុំអត់ពេញចិត្តរូប១សន្លឹកដែលថតនោះ,Negative
របាយការណ៍នឹងបង្ហាញក្នុងកិច្ចប្រជុំអាស៊ាន,Neutral
ព្រៃត្រូវបានកាប់រានបាត់ធនធានធម្មជាតិ,Negative
អ្នកទេសចរអាចគយគន់សំណង់ស្ទាក់ទឹកដ៏ធំ,Positive
ខ្ញុំពិតជាផ្អែមល្ហែមជាមួយបទចម្រៀងថ្មីនេះ។,Positive
ខ្ញុំអត់ពេញចិត្តរូប១សន្លឹកដែលថតនោះ,Negative
ជីវភាពកសិករប្រសើរឡើងគួរឲ្យមោទនៈ,Positive
មើលទឹកមុខដូចបង្ខំអោយនិយាយ,Negative
មកលេងតែម្ដងសោះតារាបរទេសប៉ុន្មានរូបលើកសរសើរថាកម្ពុជាមានប្រជាជនដ៏កក់ក្ដៅបំផុត,Positive
ក្រុមហ៊ុន Ample ជាក្រុមហ៊ុននាំចេញ,Neutral
ខ្ទឹមធន់នឹងអាកាសធាតុ,Positive
អំបិលនៅក្នុងឃ្លាំងមាន៤២៣០តោន,Neutral
បេសកជនទៅកាន់កម្ពុជានិងថៃ,Neutral
កសិករបង្ហោះលក់តាមហ្វេសប៊ុក,Neutral
សេវាកម្មយ៉ាងល្អប្រសើរ។,Positive
គ្លីនិកធ្មេញនេះមានពេទ្យជំនាញ តម្លៃសមរម្យ,Positive
សម្ដេចបានសុំការយោគយល់ពីភ្ញៀវជាតិនិងអន្តរជាតិ,Neutral
សំណួរពាក់ព័ន្ធនឹងអនាគតអាស៊ាន,Neutral
បទចម្រៀងនេះមិនល្អ។,Negative
បទចម្រៀងនេះមិនមានអារម្មណ៍។,Negative
អានេះមើងាយគេសាហាវ,Negative
ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive
ការប្រកួតគ្រោងបញ្ចប់នៅថ្ងៃទី២៦ខែធ្នូឆ្នាំ២០២៥,Neutral
ម៉ាស៊ីនត្រជាក់នេះមិនសូវត្រជាក់ ប្រើអគ្គិសនីច្រើន,Negative
ខ្ទឹមត្រូវបានដាក់ថង់ថ្លឹង៥គីឡូក្រាម,Neutral
ភាពយន្តនេះធុញទ្រាន់។,Negative
គ្រឿងសង្ហារិមធ្វើពីត្នោតមានតម្លៃ,Positive
មន្ទីរកសិកម្មលើកទឹកចិត្តការដាំដំណាំផ្សំ,Positive
មុខរបរចិញ្ចឹមជីវិតប្រចាំថ្ងៃ,Neutral
ចំណូលមានរាល់ថ្ងៃតែអាចតិចឬច្រើន,Neutral
ការសម្តែងរបស់តារាសម្តែងគ្មានគុណភាព។,Negative
ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive
សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive
មានប្រជាពលរដ្ឋបញ្ជាទិញតាមអនឡាញ,Positive
ការសន្ទនាគ្រោងធ្វើជាមួយមេដឹកនាំប្រទេសទាំងពីរ,Neutral
ខ្សែភាពយន្តថ្មីនេះធ្វើបានល្អណាស់ តួសម្ដែងពូកែៗ រឿងរ៉ាវគួរឱ្យចាប់អារម្មណ៍,Positive
TAFTAC បានកត់សម្គាល់ពីការខិតខំរបស់ក្រសួងការងារ,Positive
ស្ពៃធ្លាក់ថ្លៃជាង១សប្តាហ៍,Negative
មុខរបរនេះស្ថិតនៅស្រុកបវេលខេត្តបាត់ដំបង,Neutral
ត្រូវបាញ់ថ្នាំសម្លាប់មេរោគ,Neutral
ទូរស័ព្ទនេះប្រើការមិនបានល្អ,Negative
សមត្ថកិច្ចឆែកឆេផ្ទះជួល,Neutral
ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative
verify ត្រូវបានប្រើក្នុងគ្រឹះស្ថានអប់រំ៣១,Neutral
បទថ្មីនេះមិនទាក់ចិត្ត។,Negative
ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Negative
រោងដាំបន្លែប្រើដំបូលប្លាស្ទិក,Neutral
ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative
ការបរិភោគតាមកន្លែងកម្សាន្តនេះអស្ចារ្យ,Negative
សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive
ក្រូចត្រូវបានផ្ញើទៅខេត្តផ្សេង,Neutral
ករណីនេះកើតឡើងនៅថ្ងៃទី១៩ខែធ្នូឆ្នាំ២០២៥,Neutral
ការសម្តែងរបស់តារាសម្តែងគ្មានគុណភាព។,Negative
កសិករលក់ទាំងកូនកណ្ដុរនិងសាច់,Neutral
មួយឆ្នាំអាចដាំបន្លែបាន៣លើក,Positive
Startup ត្រូវការការគាំទ្របន្ថែម,Neutral
ការទិញនៅលើគេហទំព័រមិនងាយស្រួល។,Negative
រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative
ការនាំចេញបន្ទាប់ពីចូលរួមពិព័រណ៍អាល្លឺម៉ង់,Neutral
កសិករឃុំទន្លេបិទចិញ្ចឹមគោលែងចំណេញ,Negative
ផលិតផលនេះគ្មានតម្លៃដូចមុន,Positive
ផលិតផលមិនទាន់គុណភាព,Negative
ការដឹកជញ្ជូនយឺត។,Negative
ទីផ្សារគោចុះថោកខ្លាំង,Negative
សំណូមពរឱ្យរដ្ឋអន្តរាគមន៍ទីផ្សារ,Neutral
ជនសង្ស័យត្រូវបានសាកសួរតាមនីតិវិធី,Neutral
ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative
ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Negative
សេវាកម្មមិនបានបំពេញចិត្តខ្ញុំ,Positive
ចំណូលមានរាល់ថ្ងៃតែអាចតិចឬច្រើន,Neutral
ផលិតផលមិនទាន់គុណភាព,Negative
កម្មវិធីប្រកួតចម្រៀងនេះមានលក្ខណៈវិជ្ជាជីវៈ,Positive
បទថ្មីនេះមានទាស់។,Positive
ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive
ខ្ញុំពិតជាផ្អែមល្ហែមជាមួយបទចម្រៀងថ្មីនេះ។,Positive
សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive
ទីផ្សារជីធម្មជាតិនៅក្នុងស្រុកមិនសូវសម្បូរ,Negative
ខ្ញុំមានបទពិសោធន៍ល្អជាមួយសេវាកម្មនេះ។,Positive
ពលរដ្ឋ៣ភូមិក្នុងស្រុកត្រាំកក់ទទួលបានផ្លូវបេតុងមួយខ្សែដើម្បីសម្រួលដល់ការធ្វើដំណើរ:://,Positive
ខ្ញុំពិតជាផ្អែមល្ហែមជាមួយបទចម្រៀងថ្មីនេះ។,Positive
សហគមន៍កសិករនៅស្ទឹងត្រែងដាំពោត,Neutral
នេះជាភស្តុតាងថ្មីមួយដែលព័ត៌មានក្រៅស្រុកបានចុះផ្សាយ,Neutral
ការវាយប្រហារបានបណ្ដាលឲ្យជនស៊ីវិលស្លាប់និងរបួស,Negative
ជនភៀសខ្លួនមកពីប្រទេសទាំងពីរកំពុងកើនឡើង,Negative
គុណភាពទំនិញល្អណាស់។,Positive
លក់គោបានតម្លៃត្រឹម១ទៅ២លានរៀល,Negative
ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive
TBS ជប៉ុនបានបញ្ជាក់អំពីការប៉ះទង្គិចខ្លាំងក្លា,Neutral
ការចិញ្ចឹមកណ្ដុរខ្វៃអាចរកចំណូលបាន,Positive
សហគមន៍អន្តរជាតិមិនទាន់មានវិធានការច្បាស់លាស់,Negative
ការលក់សាច់ជ្រូកនៅផ្សារធំថ្មីមិនសូវចំណេញ,Negative
សេវាកម្មជួសជុលល្អណាស់ ជាងមានជំនាញ,Positive
ភាពយន្តនេះមានកម្រិតកម្សាន្តខ្ពស់,Positive
សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive
ដាំបន្លែ៣ប្រភេទសម្រាប់ទីផ្សារ,Neutral
ទីផ្សារគោធ្លាក់តម្លៃខ្លាំង,Negative
គ្មាន​ការលើក​ទឹក​ចិត្ត​បាន​ត្រឹម​តែ​ ពាក្យ​ធ្វើ​ឲ្យ​បាក់​ទឹក​ចិត្ត,Negative
បទថ្មីនេះមានទាស់។,Positive
ការសហការអន្តរជាតិជួយស្ថិរភាព,Positive
ទីផ្សារនិយមផ្កាមានសម្រស់,Neutral
បរិយាកាសនៅហាងនេះល្អឥតខ្ចោះ។,Positive
សម្លៀកបំពាក់តម្លៃទាបធ្លាប់ពេញនិយម,Neutral
សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive
ជនសង្ស័យស្នាក់នៅផ្ទះជួល,Neutral
ការចំណាយលើការដាំដុះមានច្រើន,Neutral
លោកអាចរកចំណូលបានជាប្រចាំ,Positive
សហព័ន្ធលក់ឯកសណ្ឋានក្នុងតម្លៃ៥ដុល្លារ,Neutral
អ្នក​គាំទ្រ​សង្ស័យ​ពី​ភាព​យុត្តិធម៌​ក្នុង​ការ​ប្រកួត,Negative
ពិព័រណ៍នេះជាពិព័រណ៍អាហារធំបំផុតនៅអឺរ៉ុប,Neutral
មានកសិករជិត២០០គ្រួសារចូលរួមដាំស្លឹកខ្ទឹម,Neutral
ពិធីបើកការដ្ឋានធ្វើឡើងក្រោមអធិបតីភាពលោកកេតម៉ៅ,Neutral
មានការវាយតម្លៃតាមនីតិវិធីបច្ចេកទេស,Neutral
មានជនស៊ីវិល៦០នាក់រងរបួស,Negative
រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative
ការបង្ក្រាបធ្វើឡើងក្រោមការដឹកនាំផ្ទាល់,Neutral
ពោតមានរសជាតិឆ្ងាញ់,Positive
ការសម្តែងក្នុងភាពយន្តធម្មតាប៉ុណ្ណោះ,Positive
កុំព្យូទ័រនេះដំណើរការលឿន អេក្រង់ច្បាស់ល្អ,Positive
កូរ៉េខាងជើងអភិវឌ្ឍមីស៊ីលស៊េរីថ្មី,Negative
ការចុះប្រមូលជួយរក្សាសោភ័ណភាពទីក្រុង,Positive
គុណភាពសម្លៀកបំពាក់ល្អណាស់ តម្លៃសមរម្យ,Positive
ការបរិភោគសាច់ជ្រូកនៅតែបន្ត,Neutral
កម្ពុជាបានបំពេញភារកិច្ចរួចរាល់,Positive
គ្មាន​ការលើក​ទឹក​ចិត្ត​បាន​ត្រឹម​តែ​ ពាក្យ​ធ្វើ​ឲ្យ​បាក់​ទឹក​ចិត្ត,Negative
គុណភាពឈុតការងារមិនល្អ កាត់ដេរមិនស្អាត,Negative
កម្ពុជាដាំដុះស្វាយចន្ទីលើផ្ទៃដី៦៣ម៉ឺនហិកតា,Neutral
កីឡាករកម្ពុជាអាចពង្រឹងសមត្ថភាពនិងបច្ចេកទេស,Positive
សហរដ្ឋអាមេរិកគាំទ្រផ្កាយរណប,Neutral
ខ្ញុំពិតជាផ្អែមល្ហែមជាមួយបទចម្រៀងថ្មីនេះ។,Positive
សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Negative
Tech Startup ជាធុរកិច្ចបច្ចេកវិទ្យា,Neutral
បទចម្រៀងនេះប៉ះដល់ចិត្តយ៉ាងខ្លាំង។,Positive
សំណួរពាក់ព័ន្ធនឹងអនាគតអាស៊ាន,Neutral
ការដឹកជញ្ជូនមានការលំបាក,Negative
ការ​ឈ្លាន​ពាន​ចាប់​ផ្តើម​នៅ​ឆ្នាំ២០២២,Neutral
ជនអនាថាប្រើប្រាស់គ្រឿងញៀនចំនួនច្រើន,Negative
ខ្ញុំមិនពេញចិត្តជាមួយបទចម្រៀងនេះ។,Negative
របាយការណ៍នឹងបង្ហាញក្នុងកិច្ចប្រជុំអាស៊ាន,Neutral
ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive
កម្មវិធីសម្តែងសៀកនេះគួរឱ្យទាក់ទាញ,Positive
មានសប្បុរសជនជួយទិញស្ពៃ,Positive
ការសហការតំបន់មានអត្ថប្រយោជន៍,Positive
បច្ចុប្បន្នកសិករយកកណ្ដុរប្រែងមកចិញ្ចឹម,Neutral
ម៉ូតូថ្មីនេះប្រើប្រេងច្រើន ថែទាំពិបាក,Negative
ការទិញនៅលើគេហទំព័រមិនងាយស្រួល។,Negative
ខ្ញុំមានបទពិសោធន៍អាក្រក់ជាមួយសេវាកម្មនេះ។,Negative
ភាពយន្តនេះធុញទ្រាន់។,Negative
កូនមាន់ត្រូវចាក់វ៉ាក់សាំងតាមអាយុ,Neutral
ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Positive
ការយកចិត្តទុកដាក់ផ្តោតលើលទ្ធភាពឈប់បាញ់,Positive
ផ្ទៃដីដាំដូងនៅកម្ពុជាមានជាង១ម៉ឺនហិកតា,Neutral
ទូរស័ព្ទនេះថតរូបមិនច្បាស់ អត់មានមុខងារទំនើបៗ,Negative
ផលិតផលមិនទាន់គុណភាព,Negative
ការបញ្ជាទិញនេះជាការបញ្ជាទិញសាកល្បង,Neutral
លោកបានចូលរួមវេទិកាពិភាក្សាអន្តរជាតិ,Neutral
ថ្នាល verify របស់កម្ពុជាត្រូវបានហ្វីលីពីនយកទៅប្រើលើអត្តសញ្ញាណឌីជីថល,Positive
ការសម្តែងនៅលើឆាកធុញទ្រាន់។,Negative
ខ្ញុំមានបទពិសោធន៍អាក្រក់ជាមួយសេវាកម្មនេះ។,Negative
ម៉ូតូម៉ាកថ្មីនេះបើកស្រួល សន្សំសំចៃប្រេងសាំង,Positive
ការប្រកួតបាល់ទាត់នេះគួរឱ្យរំភើប ក្រុមទាំងពីរលេងល្អ,Positive
FinTech កំពុងរីកចម្រើននៅកម្ពុជា,Positive
សេវាកម្មនៅឯកន្លែងនេះល្អណាស់,Positive
ផលិតផលនេះគឺល្អជាមួយគុណភាពខ្ពស់,Negative
ផ្លូវបេតុងនេះមានប្រវែងជាង១៦០០ម៉ែត្រ,Neutral
ផលិតផលមិនទាន់គុណភាព,Positive
ការដឹកជញ្ជូនយឺត។,Negative
សិស្សានុសិស្សដែលធ្វើដំណើរឆ្លងកាត់នឹងទទួលបានភាពងាយស្រួល,Positive
សេវាកម្មលឿន និងទំនាក់ទំនងល្អ,Positive
ការបម្រើអតិថិជនយឺតខ្លាំង។,Negative
បេសកជនពិសេសចិនបានបញ្ចប់ទស្សនកិច្ចការទូត,Neutral
Startup មួយចំនួនបង្កើតចំណូលបាន,Positive
ការនាំចេញបន្ទាប់ពីចូលរួមពិព័រណ៍អាល្លឺម៉ង់,Neutral
ទូរស័ព្ទនេះមានមុខងារច្រើន ប្រើប្រាស់ងាយស្រួល,Positive
បទឈប់បាញ់ចាប់ផ្តើមថ្ងៃទី១៣ធ្នូ,Neutral
សេវាកម្មជួលរថយន្តល្អណាស់ ឡានថ្មី ស្អាត,Positive
ផលិតផលដែលគេនិយាយអត់ត្រឹមត្រូវ,Positive
ការចាក់សម្លេងមានបញ្ហា។,Negative
